Card_ID,Transaction_ID,Reference_no,Target_Account,Target_Name,Credit_Type,Amount,Timestamp,Points_earned,
7,80,1237688740,1357934990,Chandukaka Saraf,Debit,15200,4/20/19 1:37 AM,304,
7,92,1237688752,1357934999,FreeCharge India,Debit,600,4/27/19 5:07 PM,12,
7,87,1237688747,1357935000,Future Lifeestyle,Debit,13200,4/23/19 12:57 PM,264,
7,91,1237688751,1357935005,HP Petrolium,Debit,500,4/21/19 7:54 PM,10,
7,90,1237688750,1357935009,KFC Restaurant,Debit,920,4/24/19 6:45 AM,18,
7,85,1237688745,1357935017,NEFT Payment,Credit,48050,4/28/19 8:44 AM,961,
7,84,1237688744,1357935021,PHONEPE recharge,Debit,210,4/10/19 9:12 PM,4,
7,86,1237688746,1357935025,Reliance Fresh,Debit,3400,5/2/19 12:14 AM,68,
7,83,1237688743,1357935027,Shell Petrol,Debit,2400,4/12/19 5:48 AM,48,
7,88,1237688748,1357935036,Uber,Debit,450,4/23/19 1:33 PM,9,
7,89,1237688749,1357935036,Uber,Debit,320,4/27/19 4:23 PM,6,
8,94,1237688754,1357934979,Airtel DTH India,Debit,750,5/4/19 4:48 AM,15,
8,105,1237688765,1357934980,Airtel Payment,Debit,560,5/1/19 10:31 AM,11,
8,109,1237688769,1357934980,Airtel Payment,Debit,980,5/5/19 12:28 AM,19,
8,98,1237688758,1357934983,Amazon Pay,Debit,3000,5/1/19 1:21 PM,60,
8,95,1237688755,1357934974,Central India,Debit,3400,4/23/19 1:45 AM,68,
8,93,1237688753,1357934996,FirstCry India,Debit,890,4/26/19 11:05 PM,17,
8,107,1237688767,1357935000,Future Lifeestyle,Debit,4560,4/26/19 10:36 PM,91,
8,102,1237688762,1357935001,General BillDesk,Debit,1560,5/1/19 5:47 PM,31,
8,97,1237688757,1357935005,HP Petrolium,Debit,1000,4/15/19 1:11 AM,20,
8,103,1237688763,1357935005,HP Petrolium,Debit,500,4/25/19 7:16 AM,10,
8,106,1237688766,1357935009,KFC Restaurant,Debit,1150,4/11/19 5:51 PM,23,
8,96,1237688756,1357935012,McDonalds Restaurant,Debit,1210,4/11/19 3:50 PM,24,
8,99,1237688759,1357935014,MSEB India,Debit,1400,5/4/19 1:13 AM,28,
8,100,1237688760,1357935018,OLA cabs,Debit,340,4/11/19 6:22 AM,6,
8,104,1237688764,1357935021,PHONEPE recharge,Debit,450,4/17/19 7:57 AM,9,
8,101,1237688761,1357935036,Uber,Debit,380,4/12/19 10:09 AM,7,
8,108,1237688768,1357935036,Uber,Debit,340,5/2/19 11:38 AM,6,
9,112,1237688772,1357934980,Airtel Payment,Debit,820,4/20/19 2:45 PM,21,
9,115,1237688775,1357934994,Dominos Pizza,Debit,2100,5/10/19 10:12 PM,56,
9,118,1237688778,1357934999,FreeCharge India,Debit,800,5/3/19 4:20 PM,21,
9,114,1237688774,1357935005,HP Petrolium,Debit,2000,5/3/19 11:08 PM,53,
9,110,1237688770,1357935017,NEFT Payment,Credit,150100,4/12/19 12:35 AM,4002,
9,113,1237688773,1357935018,OLA Cabs,Debit,620,4/11/19 9:25 PM,16,
9,119,1237688779,1357935018,OLA Cabs,Debit,510,4/16/19 7:21 PM,13,
9,117,1237688777,1357935027,Shell Petrol,Debit,800,4/22/19 4:58 PM,21,
9,111,1237688771,1357935034,TATA SKY,Debit,750,4/13/19 2:24 AM,20,
9,116,1237688776,1357935036,Uber,Debit,320,5/3/19 9:54 PM,8,
10,126,1237688786,1357934980,Airtel Payment,Debit,650,4/11/19 6:03 PM,13,
10,120,1237688780,1357934986,BBQ Restaurant,Debit,2300,5/3/19 9:22 PM,46,
10,125,1237688785,1357934993,DMart India,Debit,8100,4/16/19 5:36 PM,162,
10,129,1237688789,1357935005,HP Petrolium,Debit,2200,5/4/19 9:59 PM,44,
10,128,1237688788,1357935014,MSEB India,Debit,2100,5/3/19 5:12 AM,42,
10,123,1237688783,1357935017,NEFT Payment,Credit,76403,5/2/19 1:44 AM,1528,
10,127,1237688787,1357935018,OLA cabs,Debit,430,5/4/19 5:33 AM,8,
10,121,1237688781,1357935027,Shell Petrol,Debit,1200,5/3/19 4:50 PM,24,
10,122,1237688782,1357935032,Sukanta Thali,Debit,3400,4/30/19 1:09 AM,68,
10,124,1237688784,1357935034,TATA SKY,Debit,720,4/30/19 2:53 PM,14,
10,130,1237688790,1357935036,Uber,Debit,540,4/27/19 6:50 PM,10,
11,143,1237688803,1357934980,Airtel Payment,Debit,840,4/30/19 1:53 AM,16,
11,135,1237688795,1357934983,Amazon Pay,Debit,3000,5/8/19 7:55 PM,60,
11,134,1237688794,1357934988,Bigtree Entertainment,Debit,4300,4/12/19 6:11 PM,86,
11,131,1237688791,1357934992,Digital Age Retail,Debit,2450,4/21/19 11:58 PM,49,
11,136,1237688796,1357934996,FirstCry India,Debit,5550,4/13/19 11:17 AM,111,
11,137,1237688797,1357935004,HerbalLife International,Debit,3400,4/19/19 5:35 PM,68,
11,145,1237688805,1357935009,KFC Restaurant,Debit,1420,5/1/19 3:15 PM,28,
11,142,1237688802,1357935017,NEFT Payment,Credit,42690,4/24/19 5:11 AM,853,
11,144,1237688804,1357935018,OLA cabs,Debit,610,4/10/19 5:02 AM,12,
11,133,1237688793,1357935019,One One Two Hospitality,Debit,5400,5/8/19 4:31 AM,108,
11,141,1237688801,1357935025,Reliance Fresh,Debit,3150,5/4/19 12:46 PM,63,
11,140,1237688800,1357935037,Well Wisher,Debit,8710,5/6/19 8:52 PM,174,
11,132,1237688792,1357935038,Wellness Medico,Debit,1550,4/10/19 3:21 PM,31,
11,139,1237688799,1357935039,Westside India,Debit,4300,5/10/19 5:39 PM,86,
11,138,1237688798,1357935041,Zipcash card services,Debit,8100,5/6/19 8:38 AM,162,
12,148,1237688808,1357934984,AMAZON.IN,Debit,5450,4/14/19 9:19 PM,109,
12,146,1237688806,1357935005,HP Petrolium,Debit,2300,4/18/19 5:06 AM,46,
12,156,1237688816,1357935014,MSEB India,Debit,3150,4/15/19 5:55 AM,63,
12,151,1237688811,1357935015,MSW Sharmila Warke,Debit,5200,4/22/19 2:17 AM,104,
12,153,1237688813,1357935027,Shell Petrol,Debit,2100,4/30/19 9:46 PM,42,
12,155,1237688815,1357935028,Shoppers Stop,Debit,4300,5/4/19 1:41 AM,86,
12,147,1237688807,1357935030,Shri Krishna Pearls,Debit,2150,5/4/19 8:19 AM,43,
12,154,1237688814,1357935032,Sukanta Thali,Debit,2400,5/5/19 12:10 PM,48,
12,150,1237688810,1357935035,Times Internet Ltd,Debit,5340,5/8/19 3:08 PM,106,
12,157,1237688817,1357935036,Uber,Debit,430,4/30/19 5:44 PM,8,
12,152,1237688812,1357935040,Whole Mart,Debit,3150,5/1/19 5:47 AM,63,
12,149,1237688809,1357935041,Zipcash card services,Debit,5120,4/14/19 11:49 AM,102,
13,169,1237688829,1357934980,Airtel Payment,Debit,1190,5/10/19 6:38 AM,23,
13,163,1237688823,1357934983,Amazon Pay,Debit,2500,4/29/19 5:23 AM,50,
13,167,1237688827,1357934988,Bigtree Entertainment,Debit,3200,4/17/19 1:43 AM,64,
13,158,1237688818,1357934992,Digital Age Retail,Debit,3420,4/20/19 11:37 AM,68,
13,160,1237688820,1357934999,FreeCharge India,Debit,820,5/5/19 5:59 PM,16,
13,161,1237688821,1357935010,Mahesh Medicals,Debit,910,5/1/19 9:09 PM,18,
13,164,1237688824,1357935017,NEFT Payment,Credit,72400,5/7/19 5:36 PM,1448,
13,168,1237688828,1357935018,OLA Cabs,Debit,2310,4/17/19 4:54 PM,46,
13,165,1237688825,1357935026,Sheetal Restaurant,Debit,1210,4/26/19 8:58 PM,24,
13,162,1237688822,1357935034,TATA SKY,Debit,810,4/28/19 11:00 PM,16,
13,166,1237688826,1357935036,Uber,Debit,390,4/27/19 8:25 PM,7,
13,159,1237688819,1357935037,Well Wisher,Debit,7100,4/28/19 4:43 PM,142,
14,177,1237688837,1357934985,Balaji Traders,Debit,3150,5/9/19 5:14 PM,63,
14,170,1237688830,1357934988,Bigtree Entertainment,Debit,5120,4/26/19 2:01 AM,102,
14,176,1237688836,1357935009,KFC Restaurant,Debit,1450,4/28/19 12:42 PM,29,
14,172,1237688832,1357935013,Mens Avenue,Debit,4300,5/4/19 12:07 PM,86,
14,181,1237688841,1357935014,MSEB India,Debit,2150,5/8/19 9:12 AM,43,
14,175,1237688835,1357935017,NEFT Payment,Credit,4120,5/8/19 9:04 AM,82,
14,178,1237688838,1357935018,OLA cabs,Debit,460,5/2/19 1:45 AM,9,
14,171,1237688831,1357935035,Times Internet Ltd,Debit,3100,4/10/19 11:48 PM,62,
14,174,1237688834,1357935037,Well Wisher,Debit,1200,5/6/19 9:48 PM,24,
14,173,1237688833,1357935038,Wellness Medico,Debit,2350,4/28/19 2:19 AM,47,
14,179,1237688839,1357935039,Westside India,Debit,2600,4/15/19 9:08 AM,52,
14,180,1237688840,1357935041,Zipcash card services,Debit,6700,4/21/19 5:17 AM,134,
15,188,1237688848,1357934979,Airtel DTH India,Debit,2450,4/25/19 6:07 AM,65,
15,187,1237688847,1357934980,Airtel Payment,Debit,550,4/16/19 11:13 AM,14,
15,196,1237688856,1357934983,Amazon Pay,Debit,3500,5/4/19 4:05 PM,93,
15,191,1237688851,1357934998,Food Mall Ltd,Debit,890,4/21/19 6:12 AM,23,
15,183,1237688843,1357934999,FreeCharge India,Debit,2050,5/3/19 2:25 AM,54,
15,195,1237688855,1357935004,HerbalLife International,Debit,5120,4/26/19 11:01 PM,136,
15,190,1237688850,1357935005,HP Petrolium,Debit,2100,4/26/19 7:57 AM,56,
15,182,1237688842,1357935008,Kalyan Jewellers,Debit,81503,5/1/19 3:50 AM,2173,
15,186,1237688846,1357935012,McDonalds Restaurant,Debit,1350,5/3/19 5:28 PM,36,
15,192,1237688852,1357935015,MSW Sharmila Warke,Debit,6540,4/15/19 6:29 PM,174,
15,184,1237688844,1357935017,NEFT Payment,Credit,52500,5/3/19 3:21 AM,1400,
15,189,1237688849,1357935018,OLA cabs,Debit,670,4/10/19 1:08 PM,17,
15,197,1237688857,1357935018,OLA Cabs,Debit,230,4/11/19 1:57 AM,6,
15,193,1237688853,1357935025,Reliance Fresh,Debit,2710,4/29/19 1:37 AM,72,
15,185,1237688845,1357935030,Shri Krishna Pearls,Debit,2150,4/12/19 10:06 AM,57,
15,194,1237688854,1357935036,Uber,Debit,710,4/22/19 3:53 PM,18,
16,206,1237688866,1357934984,AMAZON.IN,Debit,5105,4/13/19 5:58 AM,102,
16,200,1237688860,1357934986,BBQ Restaurant,Debit,3120,4/26/19 12:09 AM,62,
16,209,1237688869,1357934992,Digital Age Retail,Debit,3203,4/24/19 11:31 AM,64,
16,208,1237688868,1357934996,FirstCry India,Debit,1201,4/19/19 2:54 AM,24,
16,199,1237688859,1357934999,FreeCharge India,Debit,670,4/14/19 2:12 PM,13,
16,203,1237688863,1357935009,KFC Restaurant,Debit,1950,4/10/19 2:40 PM,39,
16,207,1237688867,1357935013,Mens Avenue,Debit,4300,4/13/19 12:21 AM,86,
16,210,1237688870,1357935022,PHONEPE Utility,Debit,670,4/26/19 2:16 AM,13,
16,201,1237688861,1357935025,Reliance Fresh,Debit,3400,4/21/19 10:54 PM,68,
16,202,1237688862,1357935027,Shell Petrol,Debit,1000,5/8/19 11:30 AM,20,
16,198,1237688858,1357935035,Times Internet Ltd,Debit,1200,5/9/19 10:57 PM,24,
16,205,1237688865,1357935038,Wellness Medico,Debit,2320,4/23/19 6:00 PM,46,
16,204,1237688864,1357935041,Zipcash card services,Debit,3400,4/27/19 10:21 AM,68,
17,215,1237688875,1357934980,Airtel Payment,Debit,800,4/28/19 4:21 AM,16,
17,214,1237688874,1357935000,Future Lifeestyle,Debit,9230,5/1/19 1:06 PM,184,
17,213,1237688873,1357935001,General BillDesk,Debit,3850,4/16/19 4:15 PM,77,
17,218,1237688878,1357935003,Gupta's Toy Villa,Debit,1230,5/5/19 1:07 AM,24,
17,221,1237688881,1357935005,HP Petrolium,Debit,2100,4/18/19 12:18 AM,42,
17,224,1237688884,1357935014,MSEB India,Debit,2103,4/29/19 10:21 PM,42,
17,211,1237688871,1357935017,NEFT Payment,Credit,62300,4/23/19 5:32 AM,1246,
17,217,1237688877,1357935018,OLA Cabs,Debit,490,4/16/19 8:08 PM,9,
17,223,1237688883,1357935018,OLA cabs,Debit,224,5/2/19 1:17 AM,4,
17,212,1237688872,1357935019,One One Two Hospitality,Debit,45102,4/20/19 12:30 PM,902,
17,227,1237688887,1357935027,Shell Petrol,Debit,500,4/15/19 2:52 PM,10,
17,222,1237688882,1357935029,Shree Sai Enterprises,Debit,4212,4/20/19 5:05 AM,84,
17,220,1237688880,1357935032,Sukanta Thali,Debit,3200,4/30/19 1:29 PM,64,
17,216,1237688876,1357935034,TATA SKY,Debit,810,5/4/19 9:48 AM,16,
17,225,1237688885,1357935035,TImes Internet Ltd,Debit,4210,5/4/19 1:58 AM,84,
17,226,1237688886,1357935036,Uber,Debit,320,4/13/19 4:05 PM,6,
17,219,1237688879,1357935038,Wellness Medico,Debit,2104,4/23/19 9:45 AM,42,
18,230,1237688890,1357934984,AMAZON.IN,Debit,3100,5/5/19 7:43 PM,62,
18,240,1237688900,1357934987,Big Bazar India,Debit,4300,4/23/19 5:17 PM,86,
18,232,1237688892,1357934988,Bigtree Entertainment,Debit,4200,4/15/19 5:13 PM,84,
18,237,1237688897,1357934989,CCD Café,Debit,400,5/6/19 12:51 AM,8,
18,228,1237688888,1357934991,Cream Craver Camp,Debit,750,4/21/19 7:20 AM,15,
18,231,1237688891,1357934992,Digital Age Retail,Debit,5310,4/26/19 12:21 AM,106,
18,241,1237688901,1357935000,Future Lifeestyle,Debit,7500,4/16/19 5:33 PM,150,
18,234,1237688894,1357935005,HP Petrolium,Debit,2100,4/24/19 4:51 PM,42,
18,244,1237688904,1357935005,HP Petrolium,Debit,2000,4/20/19 3:59 AM,40,
18,243,1237688903,1357935006,IDEA Cellular,Debit,483,5/10/19 9:08 PM,9,
18,236,1237688896,1357935018,OLA cabs,Debit,510,5/4/19 1:35 AM,10,
18,242,1237688902,1357935022,PHONEPE Utility,Debit,500,5/9/19 11:06 PM,10,
18,235,1237688895,1357935024,PNG Jewellers,Debit,53010,5/4/19 4:36 PM,1060,
18,229,1237688889,1357935033,SuperDaily,Debit,1450,4/23/19 8:39 PM,29,
18,233,1237688893,1357935034,TATA SKY,Debit,780,5/1/19 6:00 PM,15,
18,238,1237688898,1357935037,Well Wisher,Debit,560,5/6/19 11:15 AM,11,
18,239,1237688899,1357935041,Zipcash card services,Debit,3200,4/27/19 10:00 AM,64,
19,256,1237688916,1357934979,Airtel DTH India,Debit,730,4/26/19 4:10 PM,19,
19,257,1237688917,1357934988,Bigtree Entertainment,Debit,3400,4/27/19 8:17 PM,90,
19,253,1237688913,1357934993,Dmart India,Debit,5670,5/2/19 3:44 PM,151,
19,254,1237688914,1357934997,Flipkart India,Debit,3100,4/27/19 9:06 AM,82,
19,246,1237688906,1357935004,HerbalLife International,Debit,3400,4/22/19 7:16 AM,90,
19,245,1237688905,1357935013,Mens Avenue,Debit,4210,5/1/19 4:40 AM,112,
19,248,1237688908,1357935014,MSEB India,Debit,3150,5/2/19 10:13 PM,84,
19,247,1237688907,1357935015,MSW Sharmila Warke,Debit,3200,4/10/19 8:30 AM,85,
19,255,1237688915,1357935016,Myntra India,Debit,3100,4/24/19 12:56 AM,82,
19,249,1237688909,1357935017,NEFT Payment,Credit,34500,4/20/19 11:13 AM,920,
19,250,1237688910,1357935018,OLA Cabs,Debit,420,4/10/19 3:32 AM,11,
19,251,1237688911,1357935019,One One Two Hospitality,Debit,4100,5/2/19 2:01 PM,109,
19,252,1237688912,1357935036,Uber,Debit,420,4/15/19 11:43 PM,11,
19,258,1237688918,1357935036,Uber,Debit,328,4/16/19 4:20 PM,8,
20,271,1237688931,1357934990,Chandukaka Saraf,Debit,31392,5/6/19 11:02 PM,837,
20,266,1237688926,1357934999,FreeCharge India,Debit,450,4/17/19 10:44 PM,12,
20,267,1237688927,1357935005,HP Petrolium,Debit,500,4/25/19 7:18 PM,13,
20,262,1237688922,1357935010,Mahesh Medicals,Debit,320,4/19/19 11:42 PM,8,
20,268,1237688928,1357935012,Mcdonalds Restaurant,Debit,890,4/22/19 1:53 PM,23,
20,270,1237688930,1357935013,Mens Avenue,Debit,4201,4/30/19 5:15 AM,112,
20,263,1237688923,1357935017,NEFT Payment,Credit,48200,5/3/19 1:27 PM,1285,
20,269,1237688929,1357935018,OLA cabs,Debit,410,4/11/19 9:17 PM,10,
20,260,1237688920,1357935029,Shree Sai Enterprises,Debit,5700,5/9/19 1:07 PM,152,
20,264,1237688924,1357935030,Shri Krishna Pearls,Debit,3290,4/30/19 5:15 PM,87,
20,265,1237688925,1357935034,TATA SKY,Debit,690,4/11/19 1:30 AM,18,
20,259,1237688919,1357935035,TImes Internet Ltd,Debit,2310,4/20/19 8:42 AM,61,
20,261,1237688921,1357935037,Well Wisher,Debit,2390,4/17/19 8:46 AM,63,
21,275,1237688935,1357934980,Airtel Payment,Debit,500,4/30/19 5:54 PM,13,
21,276,1237688936,1357934984,AMAZON.IN,Debit,3210,4/23/19 8:47 PM,85,
21,272,1237688932,1357934992,Digital Age Retail,Debit,5392,5/3/19 2:02 AM,143,
21,274,1237688934,1357935001,General BillDesk,Debit,5320,5/2/19 8:23 AM,141,
21,277,1237688937,1357935015,MSW Sharmila Warke,Debit,5929,4/14/19 6:09 AM,158,
21,282,1237688942,1357935017,NEFT Payment,Credit,45200,4/18/19 1:09 AM,1205,
21,280,1237688940,1357935018,OLA cabs,Debit,480,5/2/19 5:31 AM,12,
21,286,1237688946,1357935018,OLA cabs,Debit,455,4/22/19 1:32 PM,12,
21,273,1237688933,1357935022,PHONEPE Utility,Debit,500,5/10/19 8:09 AM,13,
21,281,1237688941,1357935027,Shell Petrol,Debit,2200,4/10/19 7:02 AM,58,
21,278,1237688938,1357935032,Sukanta Thali,Debit,2190,4/14/19 5:19 AM,58,
21,284,1237688944,1357935034,TATA SKY,Debit,706,5/10/19 5:14 AM,18,
21,283,1237688943,1357935036,Uber,Debit,240,4/13/19 10:15 PM,6,
21,279,1237688939,1357935040,Whole Mart,Debit,3250,4/20/19 3:08 PM,86,
21,285,1237688945,1357935041,Zipcash card services,Debit,4344,5/8/19 7:35 PM,115,
22,293,1237688953,1357934983,Amazon Pay,Debit,2000,4/17/19 3:01 AM,40,
22,298,1237688958,1357934988,Bigtree Entertainment,Debit,3200,5/9/19 2:37 AM,64,
22,290,1237688950,1357934993,DMart India,Debit,8320,5/8/19 10:49 AM,166,
22,289,1237688949,1357934999,FreeCharge India,Debit,500,4/15/19 7:14 PM,10,
22,291,1237688951,1357935000,Future Lifeestyle,Debit,11500,4/10/19 1:15 AM,230,
22,299,1237688959,1357935002,GoIbibo India,Debit,41500,4/27/19 5:25 AM,830,
22,288,1237688948,1357935005,HP Petrolium,Debit,1000,4/26/19 1:08 AM,20,
22,294,1237688954,1357935005,HP Petrolium,Debit,2000,4/15/19 7:44 AM,40,
22,302,1237688962,1357935005,HP Petrolium,Debit,2200,4/28/19 12:31 PM,44,
22,296,1237688956,1357935006,Idea Cellular,Debit,650,4/22/19 9:56 AM,13,
22,292,1237688952,1357935008,Kalyan Jewellers,Debit,73100,4/23/19 12:09 PM,1462,
22,295,1237688955,1357935014,MSEB India,Debit,1250,5/2/19 5:29 AM,25,
22,300,1237688960,1357935018,OLA Cabs,Debit,310,4/21/19 2:48 PM,6,
22,301,1237688961,1357935018,OLA cabs,Debit,330,4/15/19 12:38 AM,6,
22,297,1237688957,1357935029,Shree Sai Enterprises,Debit,2100,4/26/19 11:40 PM,42,
22,287,1237688947,1357935038,Wellness Medico,Debit,840,4/17/19 10:17 PM,16,
23,311,1237688971,1357934980,Airtel Payment,Debit,482,4/15/19 10:58 AM,12,
23,304,1237688964,1357934993,DMart India,Debit,6520,4/10/19 3:04 AM,173,
23,312,1237688972,1357934999,FreeCharge India,Debit,340,4/11/19 7:50 PM,9,
23,313,1237688973,1357935001,General BillDesk,Debit,5400,4/11/19 1:27 AM,144,
23,318,1237688978,1357935004,HerbalLife International,Debit,5630,4/18/19 5:51 PM,150,
23,306,1237688966,1357935005,HP Petrolium,Debit,500,4/28/19 2:51 PM,13,
23,317,1237688977,1357935006,Idea Cellular,Debit,450,4/19/19 1:55 AM,12,
23,303,1237688963,1357935011,MakeMyTrip India,Debit,4500,5/9/19 4:17 AM,120,
23,309,1237688969,1357935014,MSEB India,Debit,2300,4/13/19 12:50 PM,61,
